date,home_team,away_team,home_score,away_score,tournament,country
2024-11-17,England,Republic of Ireland,5,0,UEFA Nations League,England
2024-11-17,Finland,Greece,0,2,UEFA Nations League,Finland
2024-11-17,Norway,Kazakhstan,5,0,UEFA Nations League,Norway
2024-11-17,Austria,Slovenia,1,1,UEFA Nations League,Austria
2024-11-17,North Macedonia,Faroe Islands,1,0,UEFA Nations League,North Macedonia
2024-11-17,Latvia,Armenia,1,2,UEFA Nations League,Latvia
2024-11-17,Thailand,Laos,1,1,Friendly,Thailand
2024-11-18,Croatia,Portugal,1,1,UEFA Nations League,Croatia
2024-11-18,Poland,Scotland,1,2,UEFA Nations League,Poland
2024-11-18,Serbia,Denmark,0,0,UEFA Nations League,Serbia
2024-11-18,Spain,Switzerland,3,2,UEFA Nations League,Spain
2024-11-18,Kosovo,Lithuania,1,0,UEFA Nations League,Kosovo
2024-11-18,Romania,Cyprus,4,1,UEFA Nations League,Romania
2024-11-18,Luxembourg,Northern Ireland,2,2,UEFA Nations League,Luxembourg
2024-11-18,Bulgaria,Belarus,1,1,UEFA Nations League,Bulgaria
2024-11-18,Liechtenstein,San Marino,1,3,UEFA Nations League,Liechtenstein
2024-11-18,India,Malaysia,1,1,Friendly,India
2024-11-18,Singapore,Taiwan,2,3,Friendly,Singapore
2024-11-19,Bosnia and Herzegovina,Netherlands,1,1,UEFA Nations League,Bosnia and Herzegovina
2024-11-19,Hungary,Germany,1,1,UEFA Nations League,Hungary
2024-11-19,Albania,Ukraine,1,2,UEFA Nations League,Albania
2024-11-19,Czech Republic,Georgia,2,1,UEFA Nations League,Czech Republic
2024-11-19,Wales,Iceland,4,1,UEFA Nations League,Wales
2024-11-19,Montenegro,Turkey,3,1,UEFA Nations League,Montenegro
2024-11-19,Slovakia,Estonia,1,0,UEFA Nations League,Slovakia
2024-11-19,Sweden,Azerbaijan,6,0,UEFA Nations League,Sweden
2024-11-19,Malta,Andorra,0,0,UEFA Nations League,Malta
2024-11-19,Gibraltar,Moldova,1,1,Friendly,Gibraltar
2024-11-19,Hong Kong,Mauritius,1,0,Friendly,Hong Kong
2024-11-19,Myanmar,Lebanon,2,3,Friendly,Myanmar
2024-11-19,Russia,Syria,4,0,Friendly,Russia
2024-11-19,Sri Lanka,Yemen,0,2,Friendly,Qatar
2024-11-19,Tajikistan,Afghanistan,3,1,Friendly,Tajikistan
